mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,energy,contrast,correlation,homogeneity,dissimilarity,ASM,label
0.3691987991333008,0.26714006066322327,1.0876995971846846,0.3889748156070709,0.2489010989665985,0.9488461885550998,0.3393672704696655,0.24422460794448853,1.2570619678429564,0.017336031850610664,919.6711261794454,0.8889295193911707,0.12747703317656345,16.840091946714022,0.00030212533028624067,sehat
0.4758075475692749,0.21827185153961182,0.5327797699492726,0.4257805049419403,0.1913261115550995,0.8699073442426893,0.27289968729019165,0.23463304340839386,1.4166082424859503,0.0138399095597314,762.31167775598,0.8440543644687325,0.12354591503449502,15.31166227686208,0.00019361303680282961,sehat
0.5196961760520935,0.2071923315525055,-0.34576745578741974,0.515824556350708,0.19804584980010986,-0.4411748348570928,0.49736639857292175,0.19457998871803284,-0.5342327113976778,0.01195746093056878,404.8831236354856,0.917197933367139,0.10703605567407844,12.505938293446434,0.00014458215092730636,sehat
0.4429611563682556,0.28304195404052734,0.14172855088814387,0.4731755256652832,0.27594849467277527,0.013103716134589827,0.3401380479335785,0.2922540605068207,0.8918063347575923,0.012113870758304545,1733.6316977994456,0.8233649495328712,0.11028532493667471,22.912209834939826,0.00014816611465459238,sehat
0.7522082328796387,0.2106887847185135,-0.8683693038489407,0.6826485395431519,0.307926207780838,-0.590947257115985,0.6270652413368225,0.3799436390399933,-0.26452537734651677,0.057145644045572506,438.8431368166689,0.9578725469492074,0.3709616333166945,8.986239308191541,0.0033149002193908644,sehat
0.4079866409301758,0.2142849713563919,0.9857281501471505,0.37298890948295593,0.2050631046295166,1.1795130116319992,0.254203736782074,0.2085500806570053,1.9774541834935253,0.01222760910851326,663.9654324090574,0.8712800465399665,0.09089247962547359,16.686183203759217,0.0001509812013272825,sehat
0.49793606996536255,0.18606433272361755,0.7816263535394847,0.49521729350090027,0.15985645353794098,0.3590715230565547,0.24658463895320892,0.18579263985157013,1.623054792092022,0.011672078968464358,829.3997375203603,0.7534136856501424,0.07211551350922904,19.484894501610608,0.00013755638897847177,sehat
0.7436355352401733,0.26157912611961365,-0.5957052432519138,0.7229747176170349,0.2704496383666992,-0.5746623109297074,0.6459263563156128,0.3394711911678314,-0.35459463165778726,0.1821317811688519,500.56037269845154,0.9485455865982059,0.3782428273439127,10.314734174928377,0.03320950877520761,sehat
0.37524375319480896,0.25308576226234436,0.8514074684822176,0.3702189028263092,0.23194165527820587,0.8371217603589898,0.2674362063407898,0.24008534848690033,1.4441540677056164,0.012175204859629217,691.4545762570602,0.9041173902488038,0.10980358841876948,15.602252718225428,0.00014985097662916478,sehat
0.34798166155815125,0.22546906769275665,1.0057466126676686,0.316932737827301,0.21644450724124908,1.308635838915979,0.2146531641483307,0.22132979333400726,1.9985044991395442,0.013730744482418511,788.1991581363653,0.8647650542884254,0.12135482435970181,15.933075600321693,0.00019040498455994692,sehat
0.33956360816955566,0.281753271818161,1.0638753829956897,0.3278330862522125,0.2560649812221527,1.15117050903355,0.31232312321662903,0.24454157054424286,1.2446928751343753,0.017559544673319535,905.5306526443316,0.8988254191521993,0.12278235640446611,17.91301084069611,0.0003115286933723675,sehat
0.37121766805648804,0.16033679246902466,0.7363306125797159,0.37041759490966797,0.17059625685214996,0.43793171362272765,0.29400259256362915,0.16826550662517548,1.0482550360606866,0.017914285063596512,750.9177955759956,0.7864422402403046,0.12584361884903925,17.516750560663834,0.00032626518276226627,sehat
0.4835001230239868,0.09058021008968353,0.7879591687349532,0.5377978682518005,0.1296451836824417,-0.9962691635237374,0.29195713996887207,0.10051567107439041,2.1107956842218476,0.04302032304189845,128.9800051659771,0.9158336933887702,0.24607914497418462,5.890887405679,0.0018798808705113206,sehat
0.5473083257675171,0.2785549759864807,0.6428487857109497,0.4972289204597473,0.3060935437679291,0.7276774149349985,0.4659445583820343,0.3185761868953705,0.7885124479470567,0.1174422627488187,580.5173069006454,0.949523527498288,0.2595242222270154,12.625077201524675,0.013798634066241837,sehat
0.8696592450141907,0.20737507939338684,-1.5699766520337457,0.8488562703132629,0.2478763908147812,-1.608871637050575,0.8234475255012512,0.2851735055446625,-1.5856532615631993,0.48361173343549707,469.8068181540145,0.937583467514067,0.617408280713171,6.4977111678674975,0.2339083530670687,sehat
0.8820312023162842,0.20723791420459747,-1.5757354989879806,0.8364526629447937,0.2736954092979431,-1.4476932433262744,0.8248354196548462,0.27879878878593445,-1.3315635008928433,0.4999559295852776,464.6279869199838,0.9448813462155724,0.6109651069828053,7.4565527964633205,0.2499933456556285,sehat
0.5603842735290527,0.20204374194145203,-0.1861138691103562,0.5318044424057007,0.2115495651960373,-0.23954249604333683,0.3898907005786896,0.24642615020275116,0.604370752074494,0.010642287261349075,928.4412369724984,0.8360619838176389,0.09736148414474799,18.791485941709166,0.0001145768194937166,sehat
0.4494748115539551,0.34190642833709717,0.4845061412967567,0.38363462686538696,0.3214206397533417,1.041646306410312,0.35402366518974304,0.3177337348461151,1.2627093290310925,0.3610206813916866,974.526946275232,0.926930056943963,0.5587776773729982,10.21679727690817,0.13035773003476905,sehat
0.5271522402763367,0.23035281896591187,0.3682792970454107,0.46887528896331787,0.2644665837287903,0.5752070921723816,0.4316070079803467,0.2818339169025421,0.7769615525801681,0.030356910339893527,932.5149116844055,0.8874168843401109,0.1413421443386088,19.86997162448824,0.0009338766864387597,sehat
0.6315658092498779,0.2466220110654831,-0.11870328245354592,0.6096994876861572,0.260785311460495,-0.1115282052542782,0.5069752335548401,0.32137376070022583,0.2730981336547908,0.10125718253457716,515.891176020321,0.9413894399289232,0.2925117050880303,10.959262438707531,0.01026437802984494,sehat
0.5297218561172485,0.18127456307411194,-0.0003253483178119188,0.5174304246902466,0.1812102049589157,0.061474241550011605,0.36665332317352295,0.23359668254852295,0.9720585861977808,0.011714417500517847,696.1323625004516,0.8376616820988811,0.09989908343713365,17.519354339450178,0.00013922298412915633,sehat
0.5284805297851562,0.21373173594474792,-0.07364283549719533,0.4912205934524536,0.2016531527042389,0.07944516019030616,0.39854055643081665,0.15246690809726715,0.3561739386941032,0.010437093882467273,560.9495957107217,0.8874319890169945,0.09461553806138645,15.643974671331355,0.00011047957330285881,sehat
0.5828219652175903,0.23195436596870422,-0.39475718641687507,0.5251732468605042,0.2324371635913849,-0.04210041732719381,0.48346394300460815,0.25000154972076416,-0.048228044972222626,0.012952527555001439,910.3816302702256,0.8667999756647168,0.12512284949556135,18.63472114594374,0.0001697258490209641,sehat
0.5846788287162781,0.2397124469280243,0.013346209018101112,0.5058735013008118,0.24691958725452423,0.148942781899477,0.3661472797393799,0.25510093569755554,0.3952788370382942,0.021155233315883083,356.10208758920766,0.9539537804269179,0.17864850624979797,10.383918417330712,0.0004543274157132248,sehat
0.5206300616264343,0.2464379519224167,0.2535182658400135,0.5206300616264343,0.2464379519224167,0.2535182658400135,0.5206300616264343,0.2464379519224167,0.2535182658400135,0.026654980518830623,560.1183087566598,0.9279269692525896,0.2528241954623333,11.011104329787273,0.0007227008406034321,sehat
0.5437781810760498,0.28179943561553955,0.30366153065342455,0.558568000793457,0.2894473373889923,0.09430027370438657,0.46764692664146423,0.34295985102653503,0.5377129720462374,0.028255103645061525,647.5805173034788,0.9402850843069972,0.17774400171388946,14.398025792924427,0.0008092048238616868,sehat
0.46176886558532715,0.2412204146385193,0.08597712909644961,0.39911583065986633,0.2549031376838684,0.3271180869464062,0.3567921817302704,0.2604237198829651,0.4824438906967368,0.011011908383536391,907.3403241406482,0.8879552458087012,0.12605845049285797,17.192400833433187,0.00012481637517403843,sehat
0.6454361081123352,0.21093447506427765,-0.548278763911388,0.6157184839248657,0.27064430713653564,-0.8567285996855204,0.6038258671760559,0.321747750043869,-0.7751009486943302,0.09942000386180543,762.0430391792237,0.9090668303116555,0.4355699338182006,12.625439510733367,0.009938778497871023,sehat
0.9130938053131104,0.16494637727737427,-1.9222169283806145,0.8942646980285645,0.21444544196128845,-1.9773539236609925,0.8681922554969788,0.2630078196525574,-1.9530762421806356,0.5741982602980529,336.21434356438346,0.9388230166167224,0.6991906517680366,5.123263441566099,0.329736693893363,sehat
0.5026447176933289,0.2338484227657318,-0.3324284167446639,0.5314226150512695,0.2453518956899643,-0.4662085359158221,0.4104149043560028,0.29217448830604553,0.6353283930046949,0.020323768526406678,514.1276467699237,0.9331406208572997,0.18146824648096627,13.31274182535985,0.00042077795744709714,sehat
0.6723036170005798,0.2123134434223175,-0.5011727901168088,0.6182761788368225,0.23614884912967682,-0.1118529709332032,0.5282899737358093,0.3035303056240082,0.2507622549731776,0.021654436934425574,771.6625435780373,0.8857052909254836,0.17921155941540967,16.450570623373615,0.0004766312558055176,sehat
0.7814048528671265,0.21113185584545135,-1.4376875592920713,0.775357186794281,0.23431222140789032,-1.3273781268457785,0.770203709602356,0.2520790994167328,-1.1838827219890034,0.07755559553647644,372.1001111898053,0.9444661850927706,0.4978418720759426,8.038388290168035,0.006050381690944313,sehat
0.9510143995285034,0.1324346661567688,-2.9962208755497257,0.9411206245422363,0.16731129586696625,-3.0223997176779474,0.9283264875411987,0.2027888149023056,-3.0005039293801308,0.7303907998102285,265.0349067020551,0.9216840608132987,0.7978385420453223,3.767012010585935,0.5334914614059716,sehat
0.8250536322593689,0.16979242861270905,-1.5706414564300304,0.8002486228942871,0.22312138974666595,-1.7247951845441003,0.7693547606468201,0.279700368642807,-1.8334933038841243,0.09715781284224011,344.1249369007274,0.9422062694623771,0.5554557641963412,5.460755368255491,0.009497722339561131,sehat
0.42149582505226135,0.25319594144821167,0.5446653866841158,0.4151967167854309,0.23882944881916046,0.7415731356296659,0.3106686472892761,0.2296999990940094,1.3804390830731763,0.013169447181590604,682.5976150300495,0.9095969716308057,0.12954613310684807,15.462442232892014,0.00017592832562929173,sehat
0.4427089989185333,0.3113604485988617,0.5441059044824696,0.4385124444961548,0.316621333360672,0.5065387625896594,0.36849790811538696,0.3529728353023529,0.7187865482661127,0.03390513377713907,1026.0973361162116,0.921452655548702,0.18439913673248545,17.596462960834483,0.001152184642876706,sehat
0.5422728061676025,0.1837572157382965,-0.4851547634057653,0.546549916267395,0.1930266171693802,-1.1019189826647364,0.319032222032547,0.17773570120334625,1.2775689169143887,0.01775506311651954,432.1730873864978,0.8987791810448513,0.13429857141817894,11.930626114232814,0.00031973115493359776,sehat
0.4522145390510559,0.17486992478370667,0.5413743414202673,0.5357455015182495,0.18910163640975952,0.08779510764114609,0.4826885461807251,0.28471285104751587,0.5053876771119239,0.022344028937453454,611.1860937840332,0.8553867409478849,0.22027754853896606,14.768730890408174,0.0005148477278293474,sehat
0.5998728275299072,0.18473593890666962,-0.3538418336229114,0.5719966888427734,0.20905998349189758,-0.2565236352602,0.5117067098617554,0.2797236740589142,0.2873874878657715,0.01782996251236806,824.6473416270716,0.843492412652656,0.16101017591809347,16.499746239957485,0.00032350276710169877,sehat
0.36733466386795044,0.10019653290510178,0.45754146034328436,0.4150194525718689,0.13351550698280334,-0.959030774401745,0.4049902558326721,0.17663034796714783,-0.9454085265741037,0.036984116971410554,219.72793478250415,0.8843761311470396,0.31912204982807896,7.114277836282373,0.0013927847148553036,sehat
0.5069326162338257,0.1749880462884903,0.05825838817269759,0.5597479939460754,0.20588554441928864,-0.7598492054619488,0.34393593668937683,0.25459742546081543,1.0284402124815573,0.015334840871049983,439.510709645409,0.9030718961695788,0.14209137495069887,12.388939062812966,0.0002430634947118529,sehat
0.5672810077667236,0.23224876821041107,0.17416526907245194,0.5711336135864258,0.22053655982017517,0.1640418869991589,0.48167848587036133,0.3012836277484894,0.19004176663223796,0.0245410841095301,555.7485272667137,0.918045878756886,0.24421287031540742,11.394856011416174,0.0006140673816303611,sehat
0.4389926791191101,0.19116684794425964,0.8334960003109447,0.5061056017875671,0.2521030008792877,-0.349957444017772,0.5865538120269775,0.34362560510635376,-0.42966899583474816,0.05668090862942296,288.0367013770317,0.9568264301575811,0.4611968732216249,7.188582997388285,0.0032579327920502408,sehat
0.8030580878257751,0.31382980942726135,-1.3895622140237822,0.7742787003517151,0.3533792793750763,-1.226681495505257,0.7444869875907898,0.3598691523075104,-1.070379005848278,0.4877366094698921,620.2667097756016,0.9585560325421588,0.7546994407432451,6.345888909301522,0.23791708966794556,sehat
0.4990825653076172,0.16536067426204681,0.24438031923779138,0.44105979800224304,0.17396511137485504,0.36643488081684383,0.33189165592193604,0.22315579652786255,0.3545609672356328,0.02874112778922806,293.2101312066978,0.9262819255627918,0.29545179903535035,7.533879914930201,0.000841029116127606,sehat
0.30134961009025574,0.22025823593139648,0.9687944617813292,0.35712623596191406,0.2122626155614853,0.8493948430965907,0.30061304569244385,0.2546818256378174,1.1222069227459985,0.01363607641690689,745.1155485281288,0.8772220142801604,0.1161327360589109,15.583592498108601,0.00018769141179126445,sehat
0.647261381149292,0.24410532414913177,-1.053801560635183,0.5888256430625916,0.2849753201007843,-0.7265534170183203,0.498466819524765,0.27099746465682983,-0.23028580388855124,0.025045768482160696,289.98321687145835,0.968586142668042,0.2091231720137967,9.249310236418568,0.0006409840988720329,sehat
0.41502049565315247,0.25274452567100525,0.4218616310178533,0.4342999756336212,0.27036893367767334,0.1489131785802192,0.4024011492729187,0.31716063618659973,0.5286547104145429,0.07221279748256794,761.266675776092,0.9143210726597729,0.2516417828049822,14.064533944316018,0.005260966164568996,sehat
0.8307246565818787,0.29626157879829407,-1.9236558408425004,0.7497082352638245,0.3340444266796112,-1.1207634167961495,0.7221657633781433,0.3383825719356537,-0.8874785358256346,0.3805440582437139,641.1226514539804,0.9507804011987077,0.5727051081508284,8.677194673309872,0.14485338368781128,sehat
0.4875697195529938,0.22897127270698547,0.7608838657144554,0.5603697896003723,0.17782267928123474,0.5006387071144757,0.5628779530525208,0.2976209819316864,-0.34387182837941715,0.03251092510883386,439.53545459662854,0.9009271086804845,0.3173180623362329,9.910420999677243,0.0010727257140050802,sehat
0.6118098497390747,0.2566157281398773,-0.4775368661712777,0.5777648091316223,0.29427608847618103,-0.18279203737020022,0.496707558631897,0.33592328429222107,0.40865848929490195,0.017429069152352736,630.6567683049608,0.9385512141636219,0.17935872717290982,14.359370113777837,0.000309165031346406,sehat
0.32596880197525024,0.13379749655723572,0.5410243698637223,0.3155592381954193,0.1271682232618332,0.8333088808074142,0.30156388878822327,0.15917688608169556,1.7683687902722707,0.014237279995734688,424.87365262354837,0.7975613510488015,0.10353088846667036,13.827918406479844,0.00020437420159742764,sehat
0.5438855886459351,0.3042915165424347,0.09521286833322706,0.48016446828842163,0.3399610221385956,0.2938373991101558,0.4231316149234772,0.3746022582054138,0.4738044971757357,0.020324928326513555,928.8767901177106,0.9350362839373226,0.17479748919841775,17.11084949539109,0.0004211640110585895,sehat
0.7202969193458557,0.1375788301229477,-0.7855432029176938,0.6587781310081482,0.13501355051994324,-0.41262722667758905,0.4219270944595337,0.17753289639949799,1.8704794941034133,0.02792584378074088,462.75291170822084,0.8029745182335272,0.12142906454868287,13.569290537733059,0.0007847400013519554,sehat
0.31869080662727356,0.21853406727313995,1.0294536927212137,0.3204104006290436,0.20286253094673157,1.0765704289077564,0.18702925741672516,0.233007550239563,1.793955386435359,0.021769095367537572,341.803493057145,0.9373729580278213,0.24063958881054082,9.248280383645694,0.00048807496960750774,sehat
0.49213021993637085,0.18670302629470825,0.35011725185161113,0.48334163427352905,0.19188550114631653,-0.17164973062837974,0.4079403281211853,0.23470714688301086,0.7043939768399125,0.01658031490905329,597.7174156340476,0.8657449920044952,0.13506641439957823,13.769104976552214,0.00027745977328240786,sehat
0.6295248866081238,0.2437206506729126,-0.17952210499054394,0.602380633354187,0.31291478872299194,-0.257821121392229,0.5453463792800903,0.3858545124530792,0.0025437826554886083,0.03946616010285698,275.44457164502546,0.976080929784691,0.3006759393271268,7.858826416273417,0.0015809356574965194,sehat
0.4815678894519806,0.23144292831420898,0.39769914598252815,0.4546152949333191,0.20838823914527893,0.3015642235608855,0.38987794518470764,0.2119799554347992,0.015145912980887586,0.014131187006568171,484.6797633455694,0.914283594872117,0.12944834497378815,13.09569402447201,0.00020218867546372733,sehat
0.505870521068573,0.17323453724384308,0.15796450799338277,0.4823688566684723,0.2107243835926056,-0.09875260199911946,0.4068920910358429,0.22980692982673645,0.6005618140720401,0.011340532859941565,560.7492981049945,0.8851894215079325,0.11333151365031997,14.569268618343402,0.00013102072661331363,sehat
0.49894776940345764,0.308548241853714,0.31524373403063427,0.4999147057533264,0.28529682755470276,0.17787057217100627,0.39064255356788635,0.28975942730903625,0.5334161275486723,0.045123612348998345,564.6535591309333,0.9479830008500194,0.19459728958998743,13.385284812333628,0.0020490791710011326,sehat
0.4825858473777771,0.13899379968643188,0.8414867712177243,0.4833061397075653,0.1602911800146103,-0.08255133253552972,0.260689377784729,0.14264164865016937,1.9764638605068048,0.014313545469851878,594.703617155123,0.787979208757561,0.09712959418388573,15.255239705393208,0.000205992414556209,sehat
0.4441922903060913,0.17825303971767426,0.5232508518232032,0.4829423725605011,0.165501669049263,-0.11968815619751738,0.35596147179603577,0.20205721259117126,0.9890718980080567,0.016693769101205635,326.22574010387456,0.9119927405949636,0.14863478520729265,10.486883232038805,0.0002818864471933386,sehat
0.3830873370170593,0.27921855449676514,0.4802759885284045,0.3716058135032654,0.24678318202495575,0.6170414859995815,0.259354829788208,0.2655228078365326,1.3120434203481812,0.05665920326657664,500.4242216542122,0.9385908663105772,0.21542593736247098,11.417457859710117,0.0032303602476248146,sehat
0.5045430660247803,0.18143929541110992,0.09151326743321564,0.5316179990768433,0.21423089504241943,-0.19946657002738866,0.45586684346199036,0.31333065032958984,0.5728616035661479,0.04630750092266292,467.75613961280106,0.9190778259551401,0.30802960866944035,9.494734612831829,0.0021693745697017393,sehat
0.5422390699386597,0.30456146597862244,0.07559552433158542,0.5326655507087708,0.292672336101532,0.112843201137662,0.45797017216682434,0.3102538287639618,0.37211768110142257,0.01398083948615201,688.1020503186008,0.9402859423786817,0.1315323673511227,14.923206188713879,0.00019779773772821453,sehat
0.47344186902046204,0.21276377141475677,0.2924137438198863,0.4110245704650879,0.24754680693149567,0.5813594486149568,0.3824419677257538,0.27096813917160034,0.7393365840523523,0.022226921527968364,337.1402627524399,0.954402212598055,0.23451829532610932,9.70090507828454,0.0005013838086297097,sehat
0.560187041759491,0.177994042634964,-0.4830602311870612,0.491148442029953,0.16955417394638062,-0.5484661296231182,0.4848001003265381,0.17159035801887512,-0.2745823402889693,0.015720501486913518,512.3703723717862,0.8628399972283837,0.15066790842673897,12.734503937816084,0.00025090421428154225,sehat
0.6862937211990356,0.1883714497089386,-0.44394546792693146,0.6501065492630005,0.24105840921401978,-0.29038500720001076,0.5595932006835938,0.3180082142353058,0.10089552989966714,0.0275907723589628,805.2435316090928,0.8825892603419919,0.1797153085008867,16.42530598124274,0.0007721619500074965,sehat
0.7021658420562744,0.1960325539112091,-1.2226718001716386,0.6293780207633972,0.24698138236999512,-1.080994499966338,0.5429851412773132,0.2606697976589203,-0.7661668100343444,0.04945364355957441,534.6964693049578,0.9234236515609866,0.2868119718639411,10.215886148524495,0.0024728663824384114,sehat
0.6205182075500488,0.2386406511068344,-0.5872071305298262,0.6740734577178955,0.292851984500885,-0.3824999054788525,0.5856962203979492,0.37900254130363464,-0.0860766579361407,0.0838538550988762,425.5855318304039,0.9594788660104404,0.370140624877954,9.854052347448821,0.007157724107018538,sehat
0.5790960192680359,0.22688232362270355,0.18579761461204583,0.5748274922370911,0.2185972034931183,0.17882442281441818,0.5042017698287964,0.2859768867492676,0.20622522809040503,0.05034823040422695,438.4701530523994,0.9314437857570125,0.23245347151355436,10.472323422054034,0.0025499342028801725,sehat
